ID,Codi_Districte,Nom_Districte,Situación laboral
2771,9,Sant Andreu,Otras_situaciones
3284,9,Sant Andreu,Otras_situaciones
3292,9,Sant Andreu,Otras_situaciones
3345,9,Sant Andreu,Otras_situaciones
3372,9,Sant Andreu,Otras_situaciones
3519,9,Sant Andreu,Otras_situaciones
3617,9,Sant Andreu,Otras_situaciones
3618,9,Sant Andreu,Otras_situaciones
3689,9,Sant Andreu,Otras_situaciones
3690,9,Sant Andreu,Otras_situaciones
3798,9,Sant Andreu,Otras_situaciones
4204,9,Sant Andreu,Otras_situaciones
4432,9,Sant Andreu,Otras_situaciones
4460,9,Sant Andreu,Otras_situaciones
4475,9,Sant Andreu,Otras_situaciones
4522,9,Sant Andreu,Otras_situaciones
4771,9,Sant Andreu,Otras_situaciones
5295,9,Sant Andreu,Otras_situaciones
5478,9,Sant Andreu,Otras_situaciones
5709,9,Sant Andreu,Otras_situaciones
6668,9,Sant Andreu,Otras_situaciones
7044,9,Sant Andreu,Otras_situaciones
7142,9,Sant Andreu,Otras_situaciones
8027,9,Sant Andreu,Otras_situaciones
8030,9,Sant Andreu,Otras_situaciones
8043,9,Sant Andreu,Otras_situaciones
354,10,Sant Martí,Desempleado
855,10,Sant Martí,Desempleado
916,10,Sant Martí,Desempleado
935,10,Sant Martí,Desempleado
1045,10,Sant Martí,Desempleado
1056,10,Sant Martí,Desempleado
1158,10,Sant Martí,Desempleado
1180,10,Sant Martí,Desempleado
1257,10,Sant Martí,Desempleado
1329,10,Sant Martí,Desempleado
1345,10,Sant Martí,Desempleado
1462,10,Sant Martí,Desempleado
1473,10,Sant Martí,Desempleado
1709,10,Sant Martí,Desempleado
1739,10,Sant Martí,Desempleado
1777,10,Sant Martí,Desempleado
1815,10,Sant Martí,Desempleado
2272,10,Sant Martí,Desempleado
2294,10,Sant Martí,Desempleado
3420,10,Sant Martí,Desempleado
3953,10,Sant Martí,Desempleado
4024,10,Sant Martí,Desempleado
4267,10,Sant Martí,Desempleado
4574,10,Sant Martí,Desempleado
4751,10,Sant Martí,Desempleado
4819,10,Sant Martí,Desempleado
5480,10,Sant Martí,Desempleado
5560,10,Sant Martí,Desempleado
5870,10,Sant Martí,Desempleado
6171,10,Sant Martí,Desempleado
6418,10,Sant Martí,Desempleado
6851,10,Sant Martí,Desempleado
7297,10,Sant Martí,Desempleado
72,10,Sant Martí,Ocupado
138,10,Sant Martí,Ocupado
153,10,Sant Martí,Ocupado
273,10,Sant Martí,Ocupado
292,10,Sant Martí,Ocupado
324,10,Sant Martí,Ocupado
347,10,Sant Martí,Ocupado
487,10,Sant Martí,Ocupado
517,10,Sant Martí,Ocupado
597,10,Sant Martí,Ocupado
665,10,Sant Martí,Ocupado
708,10,Sant Martí,Ocupado
739,10,Sant Martí,Ocupado
842,10,Sant Martí,Ocupado
870,10,Sant Martí,Ocupado
877,10,Sant Martí,Ocupado
908,10,Sant Martí,Ocupado
938,10,Sant Martí,Ocupado
951,10,Sant Martí,Ocupado
995,10,Sant Martí,Ocupado
1011,10,Sant Martí,Ocupado
1026,10,Sant Martí,Ocupado
1035,10,Sant Martí,Ocupado
1067,10,Sant Martí,Ocupado
1076,10,Sant Martí,Ocupado
1103,10,Sant Martí,Ocupado
1105,10,Sant Martí,Ocupado
1150,10,Sant Martí,Ocupado
1169,10,Sant Martí,Ocupado
1181,10,Sant Martí,Ocupado
1192,10,Sant Martí,Ocupado
1223,10,Sant Martí,Ocupado
1233,10,Sant Martí,Ocupado
1256,10,Sant Martí,Ocupado
1280,10,Sant Martí,Ocupado
1301,10,Sant Martí,Ocupado
1308,10,Sant Martí,Ocupado
1348,10,Sant Martí,Ocupado
1359,10,Sant Martí,Ocupado
1375,10,Sant Martí,Ocupado
1384,10,Sant Martí,Ocupado
1402,10,Sant Martí,Ocupado
1427,10,Sant Martí,Ocupado
1440,10,Sant Martí,Ocupado
1446,10,Sant Martí,Ocupado
1466,10,Sant Martí,Ocupado
1495,10,Sant Martí,Ocupado
1504,10,Sant Martí,Ocupado
1536,10,Sant Martí,Ocupado
1567,10,Sant Martí,Ocupado
1616,10,Sant Martí,Ocupado
1631,10,Sant Martí,Ocupado
1644,10,Sant Martí,Ocupado
1652,10,Sant Martí,Ocupado
1657,10,Sant Martí,Ocupado
1658,10,Sant Martí,Ocupado
1683,10,Sant Martí,Ocupado
1694,10,Sant Martí,Ocupado
1729,10,Sant Martí,Ocupado
1741,10,Sant Martí,Ocupado
1742,10,Sant Martí,Ocupado
1750,10,Sant Martí,Ocupado
1787,10,Sant Martí,Ocupado
1837,10,Sant Martí,Ocupado
1845,10,Sant Martí,Ocupado
1854,10,Sant Martí,Ocupado
1861,10,Sant Martí,Ocupado
1879,10,Sant Martí,Ocupado
1904,10,Sant Martí,Ocupado
1914,10,Sant Martí,Ocupado
1938,10,Sant Martí,Ocupado
1968,10,Sant Martí,Ocupado
1973,10,Sant Martí,Ocupado
2057,10,Sant Martí,Ocupado
2095,10,Sant Martí,Ocupado
2096,10,Sant Martí,Ocupado
2114,10,Sant Martí,Ocupado
2117,10,Sant Martí,Ocupado
2120,10,Sant Martí,Ocupado
2204,10,Sant Martí,Ocupado
2236,10,Sant Martí,Ocupado
2487,10,Sant Martí,Ocupado
2505,10,Sant Martí,Ocupado
2593,10,Sant Martí,Ocupado
2805,10,Sant Martí,Ocupado
2811,10,Sant Martí,Ocupado
2846,10,Sant Martí,Ocupado
2894,10,Sant Martí,Ocupado
2980,10,Sant Martí,Ocupado
3154,10,Sant Martí,Ocupado
3206,10,Sant Martí,Ocupado
3267,10,Sant Martí,Ocupado
3357,10,Sant Martí,Ocupado
3360,10,Sant Martí,Ocupado
3391,10,Sant Martí,Ocupado
3452,10,Sant Martí,Ocupado
3454,10,Sant Martí,Ocupado
3583,10,Sant Martí,Ocupado
3597,10,Sant Martí,Ocupado
3603,10,Sant Martí,Ocupado
3702,10,Sant Martí,Ocupado
3745,10,Sant Martí,Ocupado
4052,10,Sant Martí,Ocupado
4077,10,Sant Martí,Ocupado
4114,10,Sant Martí,Ocupado
4162,10,Sant Martí,Ocupado
4201,10,Sant Martí,Ocupado
4266,10,Sant Martí,Ocupado
4270,10,Sant Martí,Ocupado
4311,10,Sant Martí,Ocupado
4317,10,Sant Martí,Ocupado
4367,10,Sant Martí,Ocupado
4375,10,Sant Martí,Ocupado
4411,10,Sant Martí,Ocupado
4444,10,Sant Martí,Ocupado
4492,10,Sant Martí,Ocupado
4500,10,Sant Martí,Ocupado
4514,10,Sant Martí,Ocupado
4594,10,Sant Martí,Ocupado
4609,10,Sant Martí,Ocupado
4764,10,Sant Martí,Ocupado
4781,10,Sant Martí,Ocupado
4877,10,Sant Martí,Ocupado
4970,10,Sant Martí,Ocupado
4977,10,Sant Martí,Ocupado
5012,10,Sant Martí,Ocupado
5068,10,Sant Martí,Ocupado
5090,10,Sant Martí,Ocupado
5186,10,Sant Martí,Ocupado
5272,10,Sant Martí,Ocupado
5377,10,Sant Martí,Ocupado
5378,10,Sant Martí,Ocupado
5414,10,Sant Martí,Ocupado
5534,10,Sant Martí,Ocupado
5690,10,Sant Martí,Ocupado
5748,10,Sant Martí,Ocupado
5791,10,Sant Martí,Ocupado
5841,10,Sant Martí,Ocupado
6037,10,Sant Martí,Ocupado
6089,10,Sant Martí,Ocupado
6146,10,Sant Martí,Ocupado
6166,10,Sant Martí,Ocupado
6266,10,Sant Martí,Ocupado
6464,10,Sant Martí,Ocupado
6505,10,Sant Martí,Ocupado
6529,10,Sant Martí,Ocupado
6530,10,Sant Martí,Ocupado
6546,10,Sant Martí,Ocupado
6563,10,Sant Martí,Ocupado
6565,10,Sant Martí,Ocupado
6582,10,Sant Martí,Ocupado
6827,10,Sant Martí,Ocupado
6845,10,Sant Martí,Ocupado
6849,10,Sant Martí,Ocupado
7101,10,Sant Martí,Ocupado
7120,10,Sant Martí,Ocupado
7179,10,Sant Martí,Ocupado
7371,10,Sant Martí,Ocupado
7373,10,Sant Martí,Ocupado
7376,10,Sant Martí,Ocupado
7381,10,Sant Martí,Ocupado
7388,10,Sant Martí,Ocupado
8050,10,Sant Martí,Ocupado
113,10,Sant Martí,Otras_situaciones
115,10,Sant Martí,Otras_situaciones
132,10,Sant Martí,Otras_situaciones
242,10,Sant Martí,Otras_situaciones
245,10,Sant Martí,Otras_situaciones
304,10,Sant Martí,Otras_situaciones
310,10,Sant Martí,Otras_situaciones
330,10,Sant Martí,Otras_situaciones
338,10,Sant Martí,Otras_situaciones
370,10,Sant Martí,Otras_situaciones
441,10,Sant Martí,Otras_situaciones
453,10,Sant Martí,Otras_situaciones
485,10,Sant Martí,Otras_situaciones
546,10,Sant Martí,Otras_situaciones
600,10,Sant Martí,Otras_situaciones
801,10,Sant Martí,Otras_situaciones
869,10,Sant Martí,Otras_situaciones
900,10,Sant Martí,Otras_situaciones
1061,10,Sant Martí,Otras_situaciones
1121,10,Sant Martí,Otras_situaciones
1210,10,Sant Martí,Otras_situaciones
1245,10,Sant Martí,Otras_situaciones
1249,10,Sant Martí,Otras_situaciones
1274,10,Sant Martí,Otras_situaciones
1294,10,Sant Martí,Otras_situaciones
1306,10,Sant Martí,Otras_situaciones
1344,10,Sant Martí,Otras_situaciones
1398,10,Sant Martí,Otras_situaciones
1408,10,Sant Martí,Otras_situaciones
1481,10,Sant Martí,Otras_situaciones
1509,10,Sant Martí,Otras_situaciones
1515,10,Sant Martí,Otras_situaciones
1553,10,Sant Martí,Otras_situaciones
1584,10,Sant Martí,Otras_situaciones
1591,10,Sant Martí,Otras_situaciones
1593,10,Sant Martí,Otras_situaciones
1627,10,Sant Martí,Otras_situaciones
1629,10,Sant Martí,Otras_situaciones
1681,10,Sant Martí,Otras_situaciones
1713,10,Sant Martí,Otras_situaciones
1727,10,Sant Martí,Otras_situaciones
1748,10,Sant Martí,Otras_situaciones
1757,10,Sant Martí,Otras_situaciones
1793,10,Sant Martí,Otras_situaciones
1842,10,Sant Martí,Otras_situaciones
1886,10,Sant Martí,Otras_situaciones
1896,10,Sant Martí,Otras_situaciones
1916,10,Sant Martí,Otras_situaciones
1976,10,Sant Martí,Otras_situaciones
2129,10,Sant Martí,Otras_situaciones
2137,10,Sant Martí,Otras_situaciones
2220,10,Sant Martí,Otras_situaciones
2245,10,Sant Martí,Otras_situaciones
2300,10,Sant Martí,Otras_situaciones
2375,10,Sant Martí,Otras_situaciones
2436,10,Sant Martí,Otras_situaciones
2578,10,Sant Martí,Otras_situaciones
2599,10,Sant Martí,Otras_situaciones
2605,10,Sant Martí,Otras_situaciones
2619,10,Sant Martí,Otras_situaciones
2744,10,Sant Martí,Otras_situaciones
2749,10,Sant Martí,Otras_situaciones
2795,10,Sant Martí,Otras_situaciones
2861,10,Sant Martí,Otras_situaciones
2938,10,Sant Martí,Otras_situaciones
2957,10,Sant Martí,Otras_situaciones
2985,10,Sant Martí,Otras_situaciones
3117,10,Sant Martí,Otras_situaciones
3138,10,Sant Martí,Otras_situaciones
3141,10,Sant Martí,Otras_situaciones
3256,10,Sant Martí,Otras_situaciones
3259,10,Sant Martí,Otras_situaciones
3263,10,Sant Martí,Otras_situaciones
3271,10,Sant Martí,Otras_situaciones
3286,10,Sant Martí,Otras_situaciones
3304,10,Sant Martí,Otras_situaciones
3411,10,Sant Martí,Otras_situaciones
3434,10,Sant Martí,Otras_situaciones
3492,10,Sant Martí,Otras_situaciones
3610,10,Sant Martí,Otras_situaciones
3824,10,Sant Martí,Otras_situaciones
4209,10,Sant Martí,Otras_situaciones
4457,10,Sant Martí,Otras_situaciones
4508,10,Sant Martí,Otras_situaciones
4714,10,Sant Martí,Otras_situaciones
4807,10,Sant Martí,Otras_situaciones
5086,10,Sant Martí,Otras_situaciones
5216,10,Sant Martí,Otras_situaciones
5231,10,Sant Martí,Otras_situaciones
6208,10,Sant Martí,Otras_situaciones
6301,10,Sant Martí,Otras_situaciones
7186,10,Sant Martí,Otras_situaciones
7197,10,Sant Martí,Otras_situaciones
7284,10,Sant Martí,Otras_situaciones
7298,10,Sant Martí,Otras_situaciones
7335,10,Sant Martí,Otras_situaciones
