ID,Codi_Districte,Nom_Districte,Situación laboral
1859,7,Horta - Guinardó,Desempleado
1983,7,Horta - Guinardó,Desempleado
3086,7,Horta - Guinardó,Desempleado
3289,7,Horta - Guinardó,Desempleado
3541,7,Horta - Guinardó,Desempleado
6411,7,Horta - Guinardó,Desempleado
6521,7,Horta - Guinardó,Desempleado
7058,7,Horta - Guinardó,Desempleado
9,7,Horta - Guinardó,Ocupado
29,7,Horta - Guinardó,Ocupado
263,7,Horta - Guinardó,Ocupado
326,7,Horta - Guinardó,Ocupado
357,7,Horta - Guinardó,Ocupado
364,7,Horta - Guinardó,Ocupado
377,7,Horta - Guinardó,Ocupado
463,7,Horta - Guinardó,Ocupado
496,7,Horta - Guinardó,Ocupado
548,7,Horta - Guinardó,Ocupado
586,7,Horta - Guinardó,Ocupado
595,7,Horta - Guinardó,Ocupado
911,7,Horta - Guinardó,Ocupado
931,7,Horta - Guinardó,Ocupado
956,7,Horta - Guinardó,Ocupado
976,7,Horta - Guinardó,Ocupado
1062,7,Horta - Guinardó,Ocupado
1070,7,Horta - Guinardó,Ocupado
1078,7,Horta - Guinardó,Ocupado
1085,7,Horta - Guinardó,Ocupado
1089,7,Horta - Guinardó,Ocupado
1097,7,Horta - Guinardó,Ocupado
1116,7,Horta - Guinardó,Ocupado
1157,7,Horta - Guinardó,Ocupado
1198,7,Horta - Guinardó,Ocupado
1279,7,Horta - Guinardó,Ocupado
1291,7,Horta - Guinardó,Ocupado
1368,7,Horta - Guinardó,Ocupado
1386,7,Horta - Guinardó,Ocupado
1429,7,Horta - Guinardó,Ocupado
1431,7,Horta - Guinardó,Ocupado
1487,7,Horta - Guinardó,Ocupado
1507,7,Horta - Guinardó,Ocupado
1526,7,Horta - Guinardó,Ocupado
1530,7,Horta - Guinardó,Ocupado
1587,7,Horta - Guinardó,Ocupado
1703,7,Horta - Guinardó,Ocupado
1708,7,Horta - Guinardó,Ocupado
1781,7,Horta - Guinardó,Ocupado
1840,7,Horta - Guinardó,Ocupado
1873,7,Horta - Guinardó,Ocupado
1899,7,Horta - Guinardó,Ocupado
1940,7,Horta - Guinardó,Ocupado
1941,7,Horta - Guinardó,Ocupado
2043,7,Horta - Guinardó,Ocupado
2101,7,Horta - Guinardó,Ocupado
2107,7,Horta - Guinardó,Ocupado
2169,7,Horta - Guinardó,Ocupado
2226,7,Horta - Guinardó,Ocupado
2229,7,Horta - Guinardó,Ocupado
2239,7,Horta - Guinardó,Ocupado
2429,7,Horta - Guinardó,Ocupado
2835,7,Horta - Guinardó,Ocupado
2892,7,Horta - Guinardó,Ocupado
3088,7,Horta - Guinardó,Ocupado
3123,7,Horta - Guinardó,Ocupado
3467,7,Horta - Guinardó,Ocupado
3483,7,Horta - Guinardó,Ocupado
3835,7,Horta - Guinardó,Ocupado
3875,7,Horta - Guinardó,Ocupado
4055,7,Horta - Guinardó,Ocupado
5166,7,Horta - Guinardó,Ocupado
5357,7,Horta - Guinardó,Ocupado
6421,7,Horta - Guinardó,Ocupado
6535,7,Horta - Guinardó,Ocupado
6556,7,Horta - Guinardó,Ocupado
6572,7,Horta - Guinardó,Ocupado
6658,7,Horta - Guinardó,Ocupado
6677,7,Horta - Guinardó,Ocupado
7042,7,Horta - Guinardó,Ocupado
7103,7,Horta - Guinardó,Ocupado
7117,7,Horta - Guinardó,Ocupado
7305,7,Horta - Guinardó,Ocupado
8006,7,Horta - Guinardó,Ocupado
8011,7,Horta - Guinardó,Ocupado
146,7,Horta - Guinardó,Otras_situaciones
213,7,Horta - Guinardó,Otras_situaciones
277,7,Horta - Guinardó,Otras_situaciones
315,7,Horta - Guinardó,Otras_situaciones
319,7,Horta - Guinardó,Otras_situaciones
327,7,Horta - Guinardó,Otras_situaciones
352,7,Horta - Guinardó,Otras_situaciones
375,7,Horta - Guinardó,Otras_situaciones
388,7,Horta - Guinardó,Otras_situaciones
400,7,Horta - Guinardó,Otras_situaciones
461,7,Horta - Guinardó,Otras_situaciones
497,7,Horta - Guinardó,Otras_situaciones
579,7,Horta - Guinardó,Otras_situaciones
602,7,Horta - Guinardó,Otras_situaciones
608,7,Horta - Guinardó,Otras_situaciones
712,7,Horta - Guinardó,Otras_situaciones
861,7,Horta - Guinardó,Otras_situaciones
865,7,Horta - Guinardó,Otras_situaciones
897,7,Horta - Guinardó,Otras_situaciones
964,7,Horta - Guinardó,Otras_situaciones
1008,7,Horta - Guinardó,Otras_situaciones
1030,7,Horta - Guinardó,Otras_situaciones
1032,7,Horta - Guinardó,Otras_situaciones
1063,7,Horta - Guinardó,Otras_situaciones
1127,7,Horta - Guinardó,Otras_situaciones
1144,7,Horta - Guinardó,Otras_situaciones
1153,7,Horta - Guinardó,Otras_situaciones
1416,7,Horta - Guinardó,Otras_situaciones
1474,7,Horta - Guinardó,Otras_situaciones
1528,7,Horta - Guinardó,Otras_situaciones
1531,7,Horta - Guinardó,Otras_situaciones
1534,7,Horta - Guinardó,Otras_situaciones
1675,7,Horta - Guinardó,Otras_situaciones
1724,7,Horta - Guinardó,Otras_situaciones
2007,7,Horta - Guinardó,Otras_situaciones
2071,7,Horta - Guinardó,Otras_situaciones
2176,7,Horta - Guinardó,Otras_situaciones
2200,7,Horta - Guinardó,Otras_situaciones
2243,7,Horta - Guinardó,Otras_situaciones
2262,7,Horta - Guinardó,Otras_situaciones
2308,7,Horta - Guinardó,Otras_situaciones
2441,7,Horta - Guinardó,Otras_situaciones
2471,7,Horta - Guinardó,Otras_situaciones
2486,7,Horta - Guinardó,Otras_situaciones
2492,7,Horta - Guinardó,Otras_situaciones
2614,7,Horta - Guinardó,Otras_situaciones
2629,7,Horta - Guinardó,Otras_situaciones
2633,7,Horta - Guinardó,Otras_situaciones
2708,7,Horta - Guinardó,Otras_situaciones
2820,7,Horta - Guinardó,Otras_situaciones
2833,7,Horta - Guinardó,Otras_situaciones
2889,7,Horta - Guinardó,Otras_situaciones
2962,7,Horta - Guinardó,Otras_situaciones
2991,7,Horta - Guinardó,Otras_situaciones
3172,7,Horta - Guinardó,Otras_situaciones
3385,7,Horta - Guinardó,Otras_situaciones
4040,7,Horta - Guinardó,Otras_situaciones
4156,7,Horta - Guinardó,Otras_situaciones
5073,7,Horta - Guinardó,Otras_situaciones
5811,7,Horta - Guinardó,Otras_situaciones
6393,7,Horta - Guinardó,Otras_situaciones
6473,7,Horta - Guinardó,Otras_situaciones
6691,7,Horta - Guinardó,Otras_situaciones
135,8,Nou Barris,Desempleado
220,8,Nou Barris,Desempleado
281,8,Nou Barris,Desempleado
616,8,Nou Barris,Desempleado
669,8,Nou Barris,Desempleado
840,8,Nou Barris,Desempleado
921,8,Nou Barris,Desempleado
1088,8,Nou Barris,Desempleado
1100,8,Nou Barris,Desempleado
1112,8,Nou Barris,Desempleado
1227,8,Nou Barris,Desempleado
1456,8,Nou Barris,Desempleado
1543,8,Nou Barris,Desempleado
1734,8,Nou Barris,Desempleado
1758,8,Nou Barris,Desempleado
1960,8,Nou Barris,Desempleado
2017,8,Nou Barris,Desempleado
2162,8,Nou Barris,Desempleado
2171,8,Nou Barris,Desempleado
2244,8,Nou Barris,Desempleado
2408,8,Nou Barris,Desempleado
2526,8,Nou Barris,Desempleado
2671,8,Nou Barris,Desempleado
2742,8,Nou Barris,Desempleado
2799,8,Nou Barris,Desempleado
2873,8,Nou Barris,Desempleado
3548,8,Nou Barris,Desempleado
3675,8,Nou Barris,Desempleado
3712,8,Nou Barris,Desempleado
3736,8,Nou Barris,Desempleado
3927,8,Nou Barris,Desempleado
3965,8,Nou Barris,Desempleado
4221,8,Nou Barris,Desempleado
4338,8,Nou Barris,Desempleado
4552,8,Nou Barris,Desempleado
4559,8,Nou Barris,Desempleado
4566,8,Nou Barris,Desempleado
5251,8,Nou Barris,Desempleado
5474,8,Nou Barris,Desempleado
5487,8,Nou Barris,Desempleado
5489,8,Nou Barris,Desempleado
5493,8,Nou Barris,Desempleado
5502,8,Nou Barris,Desempleado
5590,8,Nou Barris,Desempleado
5986,8,Nou Barris,Desempleado
5998,8,Nou Barris,Desempleado
6178,8,Nou Barris,Desempleado
6211,8,Nou Barris,Desempleado
6235,8,Nou Barris,Desempleado
6398,8,Nou Barris,Desempleado
6409,8,Nou Barris,Desempleado
6826,8,Nou Barris,Desempleado
8039,8,Nou Barris,Desempleado
8045,8,Nou Barris,Desempleado
8046,8,Nou Barris,Desempleado
8047,8,Nou Barris,Desempleado
46,8,Nou Barris,Ocupado
89,8,Nou Barris,Ocupado
133,8,Nou Barris,Ocupado
137,8,Nou Barris,Ocupado
155,8,Nou Barris,Ocupado
161,8,Nou Barris,Ocupado
214,8,Nou Barris,Ocupado
222,8,Nou Barris,Ocupado
320,8,Nou Barris,Ocupado
383,8,Nou Barris,Ocupado
409,8,Nou Barris,Ocupado
454,8,Nou Barris,Ocupado
456,8,Nou Barris,Ocupado
507,8,Nou Barris,Ocupado
531,8,Nou Barris,Ocupado
541,8,Nou Barris,Ocupado
543,8,Nou Barris,Ocupado
592,8,Nou Barris,Ocupado
609,8,Nou Barris,Ocupado
641,8,Nou Barris,Ocupado
670,8,Nou Barris,Ocupado
675,8,Nou Barris,Ocupado
721,8,Nou Barris,Ocupado
748,8,Nou Barris,Ocupado
811,8,Nou Barris,Ocupado
875,8,Nou Barris,Ocupado
882,8,Nou Barris,Ocupado
901,8,Nou Barris,Ocupado
918,8,Nou Barris,Ocupado
968,8,Nou Barris,Ocupado
999,8,Nou Barris,Ocupado
1014,8,Nou Barris,Ocupado
1029,8,Nou Barris,Ocupado
1036,8,Nou Barris,Ocupado
1038,8,Nou Barris,Ocupado
1077,8,Nou Barris,Ocupado
1093,8,Nou Barris,Ocupado
1183,8,Nou Barris,Ocupado
1196,8,Nou Barris,Ocupado
1212,8,Nou Barris,Ocupado
1222,8,Nou Barris,Ocupado
1240,8,Nou Barris,Ocupado
1322,8,Nou Barris,Ocupado
1340,8,Nou Barris,Ocupado
1346,8,Nou Barris,Ocupado
1347,8,Nou Barris,Ocupado
1604,8,Nou Barris,Ocupado
1620,8,Nou Barris,Ocupado
1621,8,Nou Barris,Ocupado
1626,8,Nou Barris,Ocupado
1836,8,Nou Barris,Ocupado
1851,8,Nou Barris,Ocupado
1877,8,Nou Barris,Ocupado
1961,8,Nou Barris,Ocupado
1971,8,Nou Barris,Ocupado
2048,8,Nou Barris,Ocupado
2121,8,Nou Barris,Ocupado
2209,8,Nou Barris,Ocupado
2213,8,Nou Barris,Ocupado
2222,8,Nou Barris,Ocupado
2228,8,Nou Barris,Ocupado
2254,8,Nou Barris,Ocupado
2266,8,Nou Barris,Ocupado
2303,8,Nou Barris,Ocupado
2304,8,Nou Barris,Ocupado
2306,8,Nou Barris,Ocupado
2307,8,Nou Barris,Ocupado
2327,8,Nou Barris,Ocupado
2387,8,Nou Barris,Ocupado
2414,8,Nou Barris,Ocupado
2415,8,Nou Barris,Ocupado
2446,8,Nou Barris,Ocupado
2502,8,Nou Barris,Ocupado
2520,8,Nou Barris,Ocupado
2558,8,Nou Barris,Ocupado
2562,8,Nou Barris,Ocupado
2580,8,Nou Barris,Ocupado
2595,8,Nou Barris,Ocupado
2601,8,Nou Barris,Ocupado
2631,8,Nou Barris,Ocupado
2721,8,Nou Barris,Ocupado
2755,8,Nou Barris,Ocupado
2761,8,Nou Barris,Ocupado
2895,8,Nou Barris,Ocupado
2968,8,Nou Barris,Ocupado
3169,8,Nou Barris,Ocupado
3212,8,Nou Barris,Ocupado
3265,8,Nou Barris,Ocupado
3338,8,Nou Barris,Ocupado
3356,8,Nou Barris,Ocupado
3442,8,Nou Barris,Ocupado
3469,8,Nou Barris,Ocupado
3496,8,Nou Barris,Ocupado
3554,8,Nou Barris,Ocupado
3584,8,Nou Barris,Ocupado
3590,8,Nou Barris,Ocupado
3666,8,Nou Barris,Ocupado
3788,8,Nou Barris,Ocupado
3855,8,Nou Barris,Ocupado
3869,8,Nou Barris,Ocupado
3884,8,Nou Barris,Ocupado
3938,8,Nou Barris,Ocupado
3971,8,Nou Barris,Ocupado
4005,8,Nou Barris,Ocupado
4009,8,Nou Barris,Ocupado
4048,8,Nou Barris,Ocupado
4056,8,Nou Barris,Ocupado
4079,8,Nou Barris,Ocupado
4106,8,Nou Barris,Ocupado
4118,8,Nou Barris,Ocupado
4231,8,Nou Barris,Ocupado
4245,8,Nou Barris,Ocupado
4251,8,Nou Barris,Ocupado
4281,8,Nou Barris,Ocupado
4286,8,Nou Barris,Ocupado
4386,8,Nou Barris,Ocupado
4401,8,Nou Barris,Ocupado
4423,8,Nou Barris,Ocupado
4436,8,Nou Barris,Ocupado
4467,8,Nou Barris,Ocupado
4489,8,Nou Barris,Ocupado
4496,8,Nou Barris,Ocupado
4524,8,Nou Barris,Ocupado
4539,8,Nou Barris,Ocupado
4592,8,Nou Barris,Ocupado
4752,8,Nou Barris,Ocupado
4783,8,Nou Barris,Ocupado
4792,8,Nou Barris,Ocupado
4800,8,Nou Barris,Ocupado
4906,8,Nou Barris,Ocupado
5124,8,Nou Barris,Ocupado
5180,8,Nou Barris,Ocupado
5217,8,Nou Barris,Ocupado
5238,8,Nou Barris,Ocupado
5278,8,Nou Barris,Ocupado
5294,8,Nou Barris,Ocupado
5345,8,Nou Barris,Ocupado
5387,8,Nou Barris,Ocupado
5416,8,Nou Barris,Ocupado
5434,8,Nou Barris,Ocupado
5444,8,Nou Barris,Ocupado
5445,8,Nou Barris,Ocupado
5521,8,Nou Barris,Ocupado
5538,8,Nou Barris,Ocupado
5541,8,Nou Barris,Ocupado
5565,8,Nou Barris,Ocupado
5644,8,Nou Barris,Ocupado
5657,8,Nou Barris,Ocupado
5672,8,Nou Barris,Ocupado
5680,8,Nou Barris,Ocupado
5682,8,Nou Barris,Ocupado
5689,8,Nou Barris,Ocupado
5692,8,Nou Barris,Ocupado
5739,8,Nou Barris,Ocupado
5755,8,Nou Barris,Ocupado
5837,8,Nou Barris,Ocupado
5850,8,Nou Barris,Ocupado
5869,8,Nou Barris,Ocupado
6106,8,Nou Barris,Ocupado
6132,8,Nou Barris,Ocupado
6190,8,Nou Barris,Ocupado
6223,8,Nou Barris,Ocupado
6281,8,Nou Barris,Ocupado
6297,8,Nou Barris,Ocupado
6300,8,Nou Barris,Ocupado
6325,8,Nou Barris,Ocupado
6388,8,Nou Barris,Ocupado
6583,8,Nou Barris,Ocupado
6642,8,Nou Barris,Ocupado
6676,8,Nou Barris,Ocupado
6809,8,Nou Barris,Ocupado
6812,8,Nou Barris,Ocupado
6842,8,Nou Barris,Ocupado
6864,8,Nou Barris,Ocupado
6884,8,Nou Barris,Ocupado
6914,8,Nou Barris,Ocupado
6917,8,Nou Barris,Ocupado
6918,8,Nou Barris,Ocupado
6923,8,Nou Barris,Ocupado
6929,8,Nou Barris,Ocupado
6989,8,Nou Barris,Ocupado
7017,8,Nou Barris,Ocupado
7033,8,Nou Barris,Ocupado
8044,8,Nou Barris,Ocupado
8051,8,Nou Barris,Ocupado
20,8,Nou Barris,Otras_situaciones
24,8,Nou Barris,Otras_situaciones
43,8,Nou Barris,Otras_situaciones
44,8,Nou Barris,Otras_situaciones
45,8,Nou Barris,Otras_situaciones
50,8,Nou Barris,Otras_situaciones
99,8,Nou Barris,Otras_situaciones
101,8,Nou Barris,Otras_situaciones
118,8,Nou Barris,Otras_situaciones
125,8,Nou Barris,Otras_situaciones
136,8,Nou Barris,Otras_situaciones
168,8,Nou Barris,Otras_situaciones
187,8,Nou Barris,Otras_situaciones
223,8,Nou Barris,Otras_situaciones
232,8,Nou Barris,Otras_situaciones
280,8,Nou Barris,Otras_situaciones
283,8,Nou Barris,Otras_situaciones
318,8,Nou Barris,Otras_situaciones
334,8,Nou Barris,Otras_situaciones
335,8,Nou Barris,Otras_situaciones
341,8,Nou Barris,Otras_situaciones
346,8,Nou Barris,Otras_situaciones
368,8,Nou Barris,Otras_situaciones
395,8,Nou Barris,Otras_situaciones
403,8,Nou Barris,Otras_situaciones
427,8,Nou Barris,Otras_situaciones
452,8,Nou Barris,Otras_situaciones
464,8,Nou Barris,Otras_situaciones
480,8,Nou Barris,Otras_situaciones
492,8,Nou Barris,Otras_situaciones
514,8,Nou Barris,Otras_situaciones
544,8,Nou Barris,Otras_situaciones
567,8,Nou Barris,Otras_situaciones
574,8,Nou Barris,Otras_situaciones
575,8,Nou Barris,Otras_situaciones
581,8,Nou Barris,Otras_situaciones
705,8,Nou Barris,Otras_situaciones
713,8,Nou Barris,Otras_situaciones
732,8,Nou Barris,Otras_situaciones
740,8,Nou Barris,Otras_situaciones
758,8,Nou Barris,Otras_situaciones
787,8,Nou Barris,Otras_situaciones
804,8,Nou Barris,Otras_situaciones
805,8,Nou Barris,Otras_situaciones
819,8,Nou Barris,Otras_situaciones
835,8,Nou Barris,Otras_situaciones
856,8,Nou Barris,Otras_situaciones
866,8,Nou Barris,Otras_situaciones
871,8,Nou Barris,Otras_situaciones
872,8,Nou Barris,Otras_situaciones
899,8,Nou Barris,Otras_situaciones
906,8,Nou Barris,Otras_situaciones
922,8,Nou Barris,Otras_situaciones
944,8,Nou Barris,Otras_situaciones
986,8,Nou Barris,Otras_situaciones
991,8,Nou Barris,Otras_situaciones
1016,8,Nou Barris,Otras_situaciones
1066,8,Nou Barris,Otras_situaciones
1071,8,Nou Barris,Otras_situaciones
1109,8,Nou Barris,Otras_situaciones
1123,8,Nou Barris,Otras_situaciones
1125,8,Nou Barris,Otras_situaciones
1136,8,Nou Barris,Otras_situaciones
1168,8,Nou Barris,Otras_situaciones
1208,8,Nou Barris,Otras_situaciones
1300,8,Nou Barris,Otras_situaciones
1387,8,Nou Barris,Otras_situaciones
1397,8,Nou Barris,Otras_situaciones
1420,8,Nou Barris,Otras_situaciones
1434,8,Nou Barris,Otras_situaciones
1452,8,Nou Barris,Otras_situaciones
1472,8,Nou Barris,Otras_situaciones
1527,8,Nou Barris,Otras_situaciones
1554,8,Nou Barris,Otras_situaciones
1557,8,Nou Barris,Otras_situaciones
1665,8,Nou Barris,Otras_situaciones
1671,8,Nou Barris,Otras_situaciones
1745,8,Nou Barris,Otras_situaciones
1872,8,Nou Barris,Otras_situaciones
1975,8,Nou Barris,Otras_situaciones
2025,8,Nou Barris,Otras_situaciones
2035,8,Nou Barris,Otras_situaciones
2069,8,Nou Barris,Otras_situaciones
2083,8,Nou Barris,Otras_situaciones
2094,8,Nou Barris,Otras_situaciones
2099,8,Nou Barris,Otras_situaciones
2132,8,Nou Barris,Otras_situaciones
2138,8,Nou Barris,Otras_situaciones
2147,8,Nou Barris,Otras_situaciones
2173,8,Nou Barris,Otras_situaciones
2194,8,Nou Barris,Otras_situaciones
2199,8,Nou Barris,Otras_situaciones
2202,8,Nou Barris,Otras_situaciones
2388,8,Nou Barris,Otras_situaciones
2423,8,Nou Barris,Otras_situaciones
2435,8,Nou Barris,Otras_situaciones
2484,8,Nou Barris,Otras_situaciones
2491,8,Nou Barris,Otras_situaciones
2503,8,Nou Barris,Otras_situaciones
2524,8,Nou Barris,Otras_situaciones
2536,8,Nou Barris,Otras_situaciones
2539,8,Nou Barris,Otras_situaciones
2552,8,Nou Barris,Otras_situaciones
2609,8,Nou Barris,Otras_situaciones
2613,8,Nou Barris,Otras_situaciones
2636,8,Nou Barris,Otras_situaciones
2647,8,Nou Barris,Otras_situaciones
2648,8,Nou Barris,Otras_situaciones
2655,8,Nou Barris,Otras_situaciones
2685,8,Nou Barris,Otras_situaciones
2701,8,Nou Barris,Otras_situaciones
2737,8,Nou Barris,Otras_situaciones
2767,8,Nou Barris,Otras_situaciones
2768,8,Nou Barris,Otras_situaciones
2832,8,Nou Barris,Otras_situaciones
2839,8,Nou Barris,Otras_situaciones
2850,8,Nou Barris,Otras_situaciones
2851,8,Nou Barris,Otras_situaciones
2922,8,Nou Barris,Otras_situaciones
2930,8,Nou Barris,Otras_situaciones
2983,8,Nou Barris,Otras_situaciones
2999,8,Nou Barris,Otras_situaciones
3006,8,Nou Barris,Otras_situaciones
3077,8,Nou Barris,Otras_situaciones
3085,8,Nou Barris,Otras_situaciones
3098,8,Nou Barris,Otras_situaciones
3178,8,Nou Barris,Otras_situaciones
3243,8,Nou Barris,Otras_situaciones
3308,8,Nou Barris,Otras_situaciones
3312,8,Nou Barris,Otras_situaciones
3333,8,Nou Barris,Otras_situaciones
3362,8,Nou Barris,Otras_situaciones
3392,8,Nou Barris,Otras_situaciones
3422,8,Nou Barris,Otras_situaciones
3472,8,Nou Barris,Otras_situaciones
3502,8,Nou Barris,Otras_situaciones
3508,8,Nou Barris,Otras_situaciones
3557,8,Nou Barris,Otras_situaciones
3580,8,Nou Barris,Otras_situaciones
3789,8,Nou Barris,Otras_situaciones
3863,8,Nou Barris,Otras_situaciones
3883,8,Nou Barris,Otras_situaciones
3955,8,Nou Barris,Otras_situaciones
4148,8,Nou Barris,Otras_situaciones
4369,8,Nou Barris,Otras_situaciones
4450,8,Nou Barris,Otras_situaciones
4493,8,Nou Barris,Otras_situaciones
4730,8,Nou Barris,Otras_situaciones
4874,8,Nou Barris,Otras_situaciones
5024,8,Nou Barris,Otras_situaciones
5099,8,Nou Barris,Otras_situaciones
5158,8,Nou Barris,Otras_situaciones
5184,8,Nou Barris,Otras_situaciones
5356,8,Nou Barris,Otras_situaciones
5399,8,Nou Barris,Otras_situaciones
5407,8,Nou Barris,Otras_situaciones
5466,8,Nou Barris,Otras_situaciones
5576,8,Nou Barris,Otras_situaciones
5621,8,Nou Barris,Otras_situaciones
5637,8,Nou Barris,Otras_situaciones
5732,8,Nou Barris,Otras_situaciones
5763,8,Nou Barris,Otras_situaciones
5964,8,Nou Barris,Otras_situaciones
6172,8,Nou Barris,Otras_situaciones
6197,8,Nou Barris,Otras_situaciones
6302,8,Nou Barris,Otras_situaciones
6635,8,Nou Barris,Otras_situaciones
8002,8,Nou Barris,Otras_situaciones
247,9,Sant Andreu,Desempleado
547,9,Sant Andreu,Desempleado
558,9,Sant Andreu,Desempleado
923,9,Sant Andreu,Desempleado
1120,9,Sant Andreu,Desempleado
1148,9,Sant Andreu,Desempleado
1944,9,Sant Andreu,Desempleado
3355,9,Sant Andreu,Desempleado
3569,9,Sant Andreu,Desempleado
3705,9,Sant Andreu,Desempleado
3797,9,Sant Andreu,Desempleado
4535,9,Sant Andreu,Desempleado
5506,9,Sant Andreu,Desempleado
5660,9,Sant Andreu,Desempleado
5842,9,Sant Andreu,Desempleado
6005,9,Sant Andreu,Desempleado
6215,9,Sant Andreu,Desempleado
6219,9,Sant Andreu,Desempleado
8038,9,Sant Andreu,Desempleado
8040,9,Sant Andreu,Desempleado
8053,9,Sant Andreu,Desempleado
8054,9,Sant Andreu,Desempleado
8057,9,Sant Andreu,Desempleado
21,9,Sant Andreu,Ocupado
68,9,Sant Andreu,Ocupado
103,9,Sant Andreu,Ocupado
215,9,Sant Andreu,Ocupado
260,9,Sant Andreu,Ocupado
490,9,Sant Andreu,Ocupado
503,9,Sant Andreu,Ocupado
555,9,Sant Andreu,Ocupado
779,9,Sant Andreu,Ocupado
812,9,Sant Andreu,Ocupado
941,9,Sant Andreu,Ocupado
975,9,Sant Andreu,Ocupado
985,9,Sant Andreu,Ocupado
996,9,Sant Andreu,Ocupado
1143,9,Sant Andreu,Ocupado
1209,9,Sant Andreu,Ocupado
1224,9,Sant Andreu,Ocupado
1243,9,Sant Andreu,Ocupado
1277,9,Sant Andreu,Ocupado
1333,9,Sant Andreu,Ocupado
1357,9,Sant Andreu,Ocupado
1360,9,Sant Andreu,Ocupado
1367,9,Sant Andreu,Ocupado
1411,9,Sant Andreu,Ocupado
1436,9,Sant Andreu,Ocupado
1469,9,Sant Andreu,Ocupado
1486,9,Sant Andreu,Ocupado
1501,9,Sant Andreu,Ocupado
1568,9,Sant Andreu,Ocupado
1596,9,Sant Andreu,Ocupado
1664,9,Sant Andreu,Ocupado
1691,9,Sant Andreu,Ocupado
1700,9,Sant Andreu,Ocupado
1717,9,Sant Andreu,Ocupado
1747,9,Sant Andreu,Ocupado
1979,9,Sant Andreu,Ocupado
1980,9,Sant Andreu,Ocupado
2231,9,Sant Andreu,Ocupado
2271,9,Sant Andreu,Ocupado
2431,9,Sant Andreu,Ocupado
2453,9,Sant Andreu,Ocupado
2523,9,Sant Andreu,Ocupado
2567,9,Sant Andreu,Ocupado
2675,9,Sant Andreu,Ocupado
2713,9,Sant Andreu,Ocupado
2837,9,Sant Andreu,Ocupado
2959,9,Sant Andreu,Ocupado
3511,9,Sant Andreu,Ocupado
3612,9,Sant Andreu,Ocupado
3622,9,Sant Andreu,Ocupado
3694,9,Sant Andreu,Ocupado
3716,9,Sant Andreu,Ocupado
3982,9,Sant Andreu,Ocupado
4041,9,Sant Andreu,Ocupado
4067,9,Sant Andreu,Ocupado
4268,9,Sant Andreu,Ocupado
4280,9,Sant Andreu,Ocupado
4290,9,Sant Andreu,Ocupado
4405,9,Sant Andreu,Ocupado
4408,9,Sant Andreu,Ocupado
4534,9,Sant Andreu,Ocupado
4611,9,Sant Andreu,Ocupado
4633,9,Sant Andreu,Ocupado
4640,9,Sant Andreu,Ocupado
4682,9,Sant Andreu,Ocupado
4836,9,Sant Andreu,Ocupado
5207,9,Sant Andreu,Ocupado
5302,9,Sant Andreu,Ocupado
5323,9,Sant Andreu,Ocupado
5358,9,Sant Andreu,Ocupado
5428,9,Sant Andreu,Ocupado
5481,9,Sant Andreu,Ocupado
5598,9,Sant Andreu,Ocupado
5777,9,Sant Andreu,Ocupado
5880,9,Sant Andreu,Ocupado
6091,9,Sant Andreu,Ocupado
6134,9,Sant Andreu,Ocupado
6550,9,Sant Andreu,Ocupado
6567,9,Sant Andreu,Ocupado
6579,9,Sant Andreu,Ocupado
6692,9,Sant Andreu,Ocupado
6716,9,Sant Andreu,Ocupado
6793,9,Sant Andreu,Ocupado
6866,9,Sant Andreu,Ocupado
6885,9,Sant Andreu,Ocupado
7035,9,Sant Andreu,Ocupado
7075,9,Sant Andreu,Ocupado
7077,9,Sant Andreu,Ocupado
7089,9,Sant Andreu,Ocupado
7175,9,Sant Andreu,Ocupado
8026,9,Sant Andreu,Ocupado
8028,9,Sant Andreu,Ocupado
8032,9,Sant Andreu,Ocupado
8033,9,Sant Andreu,Ocupado
8035,9,Sant Andreu,Ocupado
8036,9,Sant Andreu,Ocupado
8042,9,Sant Andreu,Ocupado
8056,9,Sant Andreu,Ocupado
8058,9,Sant Andreu,Ocupado
401,9,Sant Andreu,Otras_situaciones
412,9,Sant Andreu,Otras_situaciones
513,9,Sant Andreu,Otras_situaciones
661,9,Sant Andreu,Otras_situaciones
733,9,Sant Andreu,Otras_situaciones
859,9,Sant Andreu,Otras_situaciones
1106,9,Sant Andreu,Otras_situaciones
1134,9,Sant Andreu,Otras_situaciones
1151,9,Sant Andreu,Otras_situaciones
1167,9,Sant Andreu,Otras_situaciones
1190,9,Sant Andreu,Otras_situaciones
1238,9,Sant Andreu,Otras_situaciones
1265,9,Sant Andreu,Otras_situaciones
1298,9,Sant Andreu,Otras_situaciones
1304,9,Sant Andreu,Otras_situaciones
1343,9,Sant Andreu,Otras_situaciones
1378,9,Sant Andreu,Otras_situaciones
1678,9,Sant Andreu,Otras_situaciones
1692,9,Sant Andreu,Otras_situaciones
1808,9,Sant Andreu,Otras_situaciones
1905,9,Sant Andreu,Otras_situaciones
2088,9,Sant Andreu,Otras_situaciones
2116,9,Sant Andreu,Otras_situaciones
2168,9,Sant Andreu,Otras_situaciones
2267,9,Sant Andreu,Otras_situaciones
2357,9,Sant Andreu,Otras_situaciones
2358,9,Sant Andreu,Otras_situaciones
2379,9,Sant Andreu,Otras_situaciones
2432,9,Sant Andreu,Otras_situaciones
2594,9,Sant Andreu,Otras_situaciones
2621,9,Sant Andreu,Otras_situaciones
